ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2944-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-used_nodes,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2944-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-used_gpus,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2944-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-used_gpu_milli,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2944-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-total_gpus,ow_cpu050-dr_0.0-tn_1.3-ts_43-if_1.0-ccmd_2944-policy_DotProd1000demergemdbaad-de_merge-gs_best-scmd_baad-arrived_gpu_milli
1104,5340,4922110,6212,4922110
1105,5348,4922430,6212,4922430
1105,5348,4923430,6212,4923430
1105,5348,4924240,6212,4924240
1105,5348,4924240,6212,4924240
1105,5348,4925240,6212,4925240
1105,5348,4926240,6212,4926240
1105,5348,4927240,6212,4927240
1105,5348,4927510,6212,4927510
1105,5348,4928510,6212,4928510
1105,5348,4928970,6212,4928970
1105,5348,4929620,6212,4929620
1106,5356,4930620,6212,4930620
1106,5356,4931620,6212,4931620
1106,5356,4932620,6212,4932620
1106,5356,4933430,6212,4933430
1106,5356,4933660,6212,4933660
1106,5356,4934660,6212,4934660
1106,5356,4935660,6212,4935660
1106,5356,4936660,6212,4936660
1107,5364,4937660,6212,4937660
1107,5364,4938470,6212,4938470
1107,5364,4939470,6212,4939470
1107,5364,4939930,6212,4939930
1107,5364,4940740,6212,4940740
1107,5364,4941550,6212,4941550
1107,5364,4942360,6212,4942360
1107,5364,4943360,6212,4943360
1107,5364,4943590,6212,4943590
1107,5364,4944590,6212,4944590
1107,5364,4945050,6212,4945050
1107,5364,4945050,6212,4945050
1108,5372,4946050,6212,4946050
1108,5372,4947050,6212,4947050
1108,5372,4948050,6212,4948050
1108,5372,4948860,6212,4948860
1108,5372,4949020,6212,4949020
1108,5372,4949670,6212,4949670
1108,5372,4950670,6212,4950670
1108,5372,4951670,6212,4951670
1108,5372,4952670,6212,4952670
1109,5380,4960670,6212,4960670
1110,5388,4961670,6212,4961670
1110,5388,4962670,6212,4962670
1110,5388,4963140,6212,4963140
1110,5388,4963610,6212,4963610
1110,5388,4964610,6212,4964610
1110,5388,4964610,6212,4964610
1110,5388,4964610,6212,4964610
1110,5388,4965080,6212,4965080
1110,5388,4966080,6212,4966080
1110,5388,4967080,6212,4967080
1110,5388,4967890,6212,4967890
1111,5396,4968700,6212,4968700
1111,5396,4968700,6212,4968700
1111,5396,4969700,6212,4969700
1111,5396,4970700,6212,4970700
1111,5396,4971700,6212,4971700
1111,5396,4972700,6212,4972700
1111,5396,4973510,6212,4973510
1111,5396,4974320,6212,4974320
1111,5396,4975320,6212,4975320
1111,5396,4975540,6212,4975540
1112,5404,4979540,6212,4979540
1112,5404,4980540,6212,4980540
1112,5404,4981350,6212,4981350
1112,5404,4982160,6212,4982160
1112,5404,4982320,6212,4982320
1112,5404,4982790,6212,4982790
1112,5404,4983790,6212,4983790
1113,5412,4984600,6212,4984600
1113,5412,4985600,6212,4985600
1113,5412,4986600,6212,4986600
1113,5412,4986820,6212,4986820
1113,5412,4987820,6212,4987820
1113,5412,4988630,6212,4988630
1113,5412,4989220,6212,4989220
1113,5412,4990220,6212,4990220
1113,5412,4991030,6212,4991030
1114,5420,4992030,6212,4992030
1114,5420,4992190,6212,4992190
1114,5420,4993000,6212,4993000
1114,5420,4993810,6212,4993810
1114,5420,4994280,6212,4994280
1114,5420,4994600,6212,4994600
1114,5420,4995070,6212,4995070
1114,5420,4996070,6212,4996070
1114,5420,4997070,6212,4997070
1114,5420,4998070,6212,4998070
1115,5428,4999070,6212,4999070
1115,5428,4999230,6212,4999230
1115,5428,5000230,6212,5000230
1115,5428,5001230,6212,5001230
1115,5428,5002230,6212,5002230
1115,5428,5003230,6212,5003230
1115,5428,5003550,6212,5003550
1115,5428,5003870,6212,5003870
1115,5428,5004870,6212,5004870
1116,5436,5005870,6212,5005870
1116,5436,5006870,6212,5006870
1116,5436,5007870,6212,5007870
1116,5436,5008870,6212,5008870
1116,5436,5009330,6212,5009330
1116,5436,5010330,6212,5010330
1116,5436,5011140,6212,5011140
1116,5436,5012140,6212,5012140
1116,5436,5012600,6212,5012600
1116,5436,5013600,6212,5013600
1117,5444,5014600,6212,5014600
1117,5444,5015600,6212,5015600
1117,5444,5015600,6212,5015600
1117,5444,5016600,6212,5016600
1117,5444,5017600,6212,5017600
1117,5444,5018600,6212,5018600
1117,5444,5019150,6212,5019150
1117,5444,5020150,6212,5020150
1117,5444,5020960,6212,5020960
1117,5444,5021960,6212,5021960
1118,5452,5022960,6212,5022960
1118,5452,5023960,6212,5023960
1118,5452,5024960,6212,5024960
1118,5452,5025960,6212,5025960
1118,5452,5026430,6212,5026430
1118,5452,5027240,6212,5027240
1118,5452,5028050,6212,5028050
1118,5452,5029050,6212,5029050
1119,5460,5030050,6212,5030050
1119,5460,5031050,6212,5031050
1119,5460,5032050,6212,5032050
1119,5460,5033050,6212,5033050
1119,5460,5034050,6212,5034050
1119,5460,5034860,6212,5034860
1119,5460,5035330,6212,5035330
1119,5460,5036140,6212,5036140
1120,5468,5037140,6212,5037140
1120,5468,5038140,6212,5038140
1120,5468,5039140,6212,5039140
1120,5468,5039950,6212,5039950
1120,5468,5040950,6212,5040950
1120,5468,5041760,6212,5041760
1120,5468,5042760,6212,5042760
1120,5468,5043230,6212,5043230
1120,5468,5044230,6212,5044230
1121,5476,5045040,6212,5045040
1121,5476,5046040,6212,5046040
1121,5476,5047040,6212,5047040
1121,5476,5047510,6212,5047510
1121,5476,5048510,6212,5048510
1121,5476,5049510,6212,5049510
1121,5476,5050510,6212,5050510
1121,5476,5051510,6212,5051510
1121,5476,5052510,6212,5052510
1122,5484,5052980,6212,5052980
1122,5484,5053980,6212,5053980
1122,5484,5054980,6212,5054980
1122,5484,5055450,6212,5055450
1122,5484,5055920,6212,5055920
1122,5484,5056510,6212,5056510
1122,5484,5057510,6212,5057510
1122,5484,5058510,6212,5058510
1122,5484,5058980,6212,5058980
1123,5492,5066980,6212,5066980
1124,5500,5067980,6212,5067980
1124,5500,5068450,6212,5068450
1124,5500,5069040,6212,5069040
1124,5500,5069850,6212,5069850
1124,5500,5070850,6212,5070850
1124,5500,5071320,6212,5071320
1124,5500,5072130,6212,5072130
1124,5500,5072130,6212,5072130
1124,5500,5072940,6212,5072940
1124,5500,5073940,6212,5073940
1124,5500,5074940,6212,5074940
1125,5508,5075940,6212,5075940
1125,5508,5076940,6212,5076940
1125,5508,5077940,6212,5077940
1125,5508,5078420,6212,5078420
1125,5508,5079420,6212,5079420
1125,5508,5079890,6212,5079890
1125,5508,5080890,6212,5080890
1125,5508,5081210,6212,5081210
1125,5508,5082020,6212,5082020
1125,5508,5083020,6212,5083020
1125,5508,5083070,6212,5083070
1125,5508,5083070,6212,5083070
1126,5516,5084070,6212,5084070
1126,5516,5084390,6212,5084390
1126,5516,5085390,6212,5085390
1126,5516,5086390,6212,5086390
1126,5516,5087200,6212,5087200
1126,5516,5088200,6212,5088200
1126,5516,5088200,6212,5088200
1126,5516,5089200,6212,5089200
1127,5524,5090200,6212,5090200
1127,5524,5091200,6212,5091200
1127,5524,5091520,6212,5091520
1127,5524,5092520,6212,5092520
1127,5524,5093520,6212,5093520
1127,5524,5094520,6212,5094520
1127,5524,5094990,6212,5094990
1127,5524,5094990,6212,5094990
1127,5524,5095990,6212,5095990
1127,5524,5096800,6212,5096800
1127,5524,5097610,6212,5097610
1128,5532,5098420,6212,5098420
1128,5532,5099230,6212,5099230
1128,5532,5100230,6212,5100230
1128,5532,5101040,6212,5101040
1128,5532,5102040,6212,5102040
1128,5532,5102360,6212,5102360
1128,5532,5103360,6212,5103360
1128,5532,5103950,6212,5103950
1128,5532,5104420,6212,5104420
1128,5532,5105230,6212,5105230
1129,5540,5105700,6212,5105700
1129,5540,5106020,6212,5106020
1129,5540,5107020,6212,5107020
1129,5540,5108020,6212,5108020
1129,5540,5108250,6212,5108250
1129,5540,5109250,6212,5109250
1129,5540,5110250,6212,5110250
1129,5540,5111250,6212,5111250
1129,5540,5111720,6212,5111720
1129,5540,5112720,6212,5112720
1130,5548,5113720,6212,5113720
1130,5548,5114530,6212,5114530
1130,5548,5115530,6212,5115530
1130,5548,5115850,6212,5115850
1130,5548,5116850,6212,5116850
1130,5548,5117850,6212,5117850
1130,5548,5118850,6212,5118850
1130,5548,5119850,6212,5119850
1131,5556,5120850,6212,5120850
1131,5556,5121290,6212,5121290
1131,5556,5122290,6212,5122290
1131,5556,5123100,6212,5123100
1131,5556,5124100,6212,5124100
1131,5556,5125100,6212,5125100
1131,5556,5125420,6212,5125420
1131,5556,5126420,6212,5126420
1131,5556,5127230,6212,5127230
1132,5564,5128230,6212,5128230
1132,5564,5129230,6212,5129230
1132,5564,5130230,6212,5130230
1132,5564,5131230,6212,5131230
1132,5564,5132230,6212,5132230
1132,5564,5133230,6212,5133230
1132,5564,5133700,6212,5133700
1132,5564,5134700,6212,5134700
1132,5564,5135700,6212,5135700
1132,5564,5136700,6212,5136700
1133,5572,5137510,6212,5137510
1133,5572,5137830,6212,5137830
1133,5572,5138830,6212,5138830
1133,5572,5139830,6212,5139830
1133,5572,5140830,6212,5140830
1133,5572,5141830,6212,5141830
1133,5572,5142830,6212,5142830
1133,5572,5143300,6212,5143300
1133,5572,5143300,6212,5143300
1134,5580,5144300,6212,5144300
1134,5580,5144300,6212,5144300
1134,5580,5144950,6212,5144950
1134,5580,5145270,6212,5145270
1134,5580,5146270,6212,5146270
1134,5580,5147270,6212,5147270
1134,5580,5148270,6212,5148270
1134,5580,5149270,6212,5149270
1134,5580,5150270,6212,5150270
1135,5588,5151270,6212,5151270
1135,5588,5152270,6212,5152270
1135,5588,5153270,6212,5153270
1135,5588,5154270,6212,5154270
1135,5588,5154740,6212,5154740
1135,5588,5155740,6212,5155740
1135,5588,5156110,6212,5156110
1135,5588,5157110,6212,5157110
1135,5588,5158110,6212,5158110
1136,5596,5159110,6212,5159110
1136,5596,5159760,6212,5159760
1136,5596,5160570,6212,5160570
1136,5596,5161570,6212,5161570
1136,5596,5162570,6212,5162570
1136,5596,5162680,6212,5162680
1136,5596,5163000,6212,5163000
1136,5596,5164000,6212,5164000
1136,5596,5164470,6212,5164470
1136,5596,5165280,6212,5165280
1136,5596,5165600,6212,5165600
1137,5604,5166600,6212,5166600
1137,5604,5167600,6212,5167600
1137,5604,5167760,6212,5167760
1137,5604,5168760,6212,5168760
1137,5604,5169410,6212,5169410
1137,5604,5170410,6212,5170410
1137,5604,5170880,6212,5170880
1137,5604,5171880,6212,5171880
1137,5604,5172340,6212,5172340
1137,5604,5173340,6212,5173340
1138,5612,5174150,6212,5174150
1138,5612,5174620,6212,5174620
1138,5612,5175620,6212,5175620
1138,5612,5176210,6212,5176210
1138,5612,5177210,6212,5177210
1138,5612,5178020,6212,5178020
1138,5612,5178390,6212,5178390
1138,5612,5179390,6212,5179390
1138,5612,5180040,6212,5180040
1139,5620,5182040,6212,5182040
1139,5620,5182690,6212,5182690
1139,5620,5183340,6212,5183340
1139,5620,5184340,6212,5184340
1139,5620,5185340,6212,5185340
1139,5620,5186340,6212,5186340
1139,5620,5187150,6212,5187150
1140,5628,5188150,6212,5188150
1140,5628,5188380,6212,5188380
1140,5628,5189380,6212,5189380
1140,5628,5190190,6212,5190190
1140,5628,5191190,6212,5191190
1140,5628,5192190,6212,5192190
1140,5628,5193190,6212,5193190
1140,5628,5194190,6212,5194190
1140,5628,5195190,6212,5195190
1140,5628,5195510,6212,5195510
1141,5636,5196510,6212,5196510
1141,5636,5197510,6212,5197510
1141,5636,5198160,6212,5198160
1141,5636,5198320,6212,5198320
1141,5636,5199320,6212,5199320
1141,5636,5200320,6212,5200320
1141,5636,5200790,6212,5200790
1141,5636,5201260,6212,5201260
1141,5636,5202260,6212,5202260
1141,5636,5203070,6212,5203070
1141,5636,5203540,6212,5203540
1142,5644,5204540,6212,5204540
1142,5644,5205540,6212,5205540
1142,5644,5206540,6212,5206540
1142,5644,5207350,6212,5207350
1142,5644,5208350,6212,5208350
1142,5644,5209160,6212,5209160
1142,5644,5209480,6212,5209480
1142,5644,5210480,6212,5210480
1142,5644,5210710,6212,5210710
1142,5644,5211710,6212,5211710
1142,5644,5211710,6212,5211710
1143,5652,5212520,6212,5212520
1143,5652,5213520,6212,5213520
1143,5652,5214170,6212,5214170
1143,5652,5215170,6212,5215170
1143,5652,5216170,6212,5216170
1143,5652,5216490,6212,5216490
1143,5652,5216490,6212,5216490
1143,5652,5216950,6212,5216950
1143,5652,5217420,6212,5217420
1143,5652,5218420,6212,5218420
1143,5652,5219420,6212,5219420
1144,5660,5220420,6212,5220420
1144,5660,5221420,6212,5221420
1144,5660,5222420,6212,5222420
1144,5660,5223420,6212,5223420
1144,5660,5224420,6212,5224420
1144,5660,5225420,6212,5225420
1144,5660,5226420,6212,5226420
1144,5660,5227420,6212,5227420
1144,5660,5227650,6212,5227650
1145,5668,5228460,6212,5228460
1145,5668,5229460,6212,5229460
1145,5668,5230460,6212,5230460
1145,5668,5230930,6212,5230930
1145,5668,5231930,6212,5231930
1145,5668,5232400,6212,5232400
1145,5668,5232950,6212,5232950
1145,5668,5233410,6212,5233410
1145,5668,5234410,6212,5234410
1146,5676,5235410,6212,5235410
1146,5676,5235870,6212,5235870
1146,5676,5236680,6212,5236680
1146,5676,5237680,6212,5237680
1146,5676,5238680,6212,5238680
1146,5676,5239680,6212,5239680
1146,5676,5240680,6212,5240680
1146,5676,5241680,6212,5241680
1146,5676,5242680,6212,5242680
1146,5676,5243000,6212,5243000
1147,5684,5244000,6212,5244000
1147,5684,5244810,6212,5244810
1147,5684,5245620,6212,5245620
1147,5684,5246090,6212,5246090
1147,5684,5246900,6212,5246900
1147,5684,5247900,6212,5247900
1147,5684,5248550,6212,5248550
1147,5684,5249550,6212,5249550
1148,5692,5250550,6212,5250550
1148,5692,5251550,6212,5251550
1148,5692,5252550,6212,5252550
1148,5692,5253550,6212,5253550
1148,5692,5254550,6212,5254550
1148,5692,5255550,6212,5255550
1148,5692,5256550,6212,5256550
1148,5692,5257550,6212,5257550
1149,5700,5258360,6212,5258360
1149,5700,5258830,6212,5258830
1149,5700,5258830,6212,5258830
1149,5700,5259830,6212,5259830
1149,5700,5260290,6212,5260290
1149,5700,5261290,6212,5261290
1149,5700,5262290,6212,5262290
1149,5700,5262760,6212,5262760
1149,5700,5263130,6212,5263130
1149,5700,5263360,6212,5263360
1149,5700,5263680,6212,5263680
1149,5700,5264680,6212,5264680
1149,5700,5265680,6212,5265680
1149,5700,5266490,6212,5266490
1150,5708,5267300,6212,5267300
1150,5708,5268300,6212,5268300
1150,5708,5269300,6212,5269300
1150,5708,5270300,6212,5270300
1150,5708,5271300,6212,5271300
1150,5708,5272300,6212,5272300
1150,5708,5272770,6212,5272770
1150,5708,5273770,6212,5273770
1151,5716,5274580,6212,5274580
1151,5716,5275580,6212,5275580
1151,5716,5276580,6212,5276580
1151,5716,5277050,6212,5277050
1151,5716,5277520,6212,5277520
1151,5716,5278110,6212,5278110
1151,5716,5278570,6212,5278570
1151,5716,5279030,6212,5279030
1151,5716,5279840,6212,5279840
1151,5716,5280840,6212,5280840
1152,5724,5281650,6212,5281650
1152,5724,5282650,6212,5282650
1152,5724,5283650,6212,5283650
1152,5724,5284300,6212,5284300
1152,5724,5284770,6212,5284770
1152,5724,5285580,6212,5285580
1152,5724,5286390,6212,5286390
1152,5724,5287390,6212,5287390
1153,5732,5288390,6212,5288390
1153,5732,5289390,6212,5289390
1153,5732,5290040,6212,5290040
1153,5732,5290850,6212,5290850
1153,5732,5291850,6212,5291850
1153,5732,5292850,6212,5292850
1153,5732,5293330,6212,5293330
1153,5732,5293800,6212,5293800
1153,5732,5294270,6212,5294270
1153,5732,5295270,6212,5295270
1154,5740,5296270,6212,5296270
1154,5740,5296740,6212,5296740
1154,5740,5297550,6212,5297550
1154,5740,5298550,6212,5298550
1154,5740,5299550,6212,5299550
1154,5740,5300550,6212,5300550
1154,5740,5301550,6212,5301550
1154,5740,5302360,6212,5302360
1154,5740,5303170,6212,5303170
1154,5740,5303490,6212,5303490
1155,5748,5304490,6212,5304490
1155,5748,5304650,6212,5304650
1155,5748,5304880,6212,5304880
1155,5748,5305880,6212,5305880
1155,5748,5306880,6212,5306880
1155,5748,5307470,6212,5307470
1155,5748,5308470,6212,5308470
1155,5748,5309470,6212,5309470
1155,5748,5310120,6212,5310120
1155,5748,5310440,6212,5310440
1155,5748,5311440,6212,5311440
1156,5756,5312250,6212,5312250
1156,5756,5312710,6212,5312710
1156,5756,5313710,6212,5313710
1156,5756,5314710,6212,5314710
1156,5756,5315710,6212,5315710
1156,5756,5315710,6212,5315710
1156,5756,5316710,6212,5316710
1156,5756,5317520,6212,5317520
1156,5756,5318520,6212,5318520
1156,5756,5318990,6212,5318990
1157,5764,5319800,6212,5319800
1157,5764,5320800,6212,5320800
1157,5764,5321800,6212,5321800
1157,5764,5322450,6212,5322450
1157,5764,5323260,6212,5323260
1157,5764,5324260,6212,5324260
1157,5764,5325070,6212,5325070
1157,5764,5325540,6212,5325540
1158,5772,5326540,6212,5326540
1158,5772,5327540,6212,5327540
1158,5772,5328540,6212,5328540
1158,5772,5328540,6212,5328540
1158,5772,5329540,6212,5329540
1158,5772,5330540,6212,5330540
1158,5772,5331350,6212,5331350
1158,5772,5332350,6212,5332350
1158,5772,5333350,6212,5333350
1159,5780,5334350,6212,5334350
1159,5780,5335350,6212,5335350
1159,5780,5336350,6212,5336350
1159,5780,5336810,6212,5336810
1159,5780,5337810,6212,5337810
1159,5780,5338810,6212,5338810
1159,5780,5339460,6212,5339460
1159,5780,5340460,6212,5340460
1159,5780,5341460,6212,5341460
1160,5788,5342460,6212,5342460
1160,5788,5343460,6212,5343460
1160,5788,5344460,6212,5344460
1160,5788,5345460,6212,5345460
1160,5788,5345930,6212,5345930
1160,5788,5346250,6212,5346250
1160,5788,5347060,6212,5347060
1160,5788,5348060,6212,5348060
1161,5796,5348530,6212,5348530
1161,5796,5349530,6212,5349530
1161,5796,5350530,6212,5350530
1161,5796,5351000,6212,5351000
1161,5796,5351650,6212,5351650
1161,5796,5351650,6212,5351650
1161,5796,5352650,6212,5352650
1161,5796,5353650,6212,5353650
1161,5796,5354650,6212,5354650
1161,5796,5355650,6212,5355650
1162,5804,5356650,6212,5356650
1162,5804,5357120,6212,5357120
1162,5804,5357440,6212,5357440
1162,5804,5358440,6212,5358440
1162,5804,5359440,6212,5359440
1162,5804,5359910,6212,5359910
1162,5804,5360910,6212,5360910
1162,5804,5361560,6212,5361560
1162,5804,5361560,6212,5361560
1162,5804,5362560,6212,5362560
1163,5812,5363560,6212,5363560
1163,5812,5364370,6212,5364370
1163,5812,5365370,6212,5365370
1163,5812,5366370,6212,5366370
1163,5812,5367370,6212,5367370
1163,5812,5368370,6212,5368370
1163,5812,5369370,6212,5369370
1163,5812,5370180,6212,5370180
1164,5820,5371180,6212,5371180
1164,5820,5372180,6212,5372180
1164,5820,5372650,6212,5372650
1164,5820,5373650,6212,5373650
1164,5820,5374650,6212,5374650
1164,5820,5375120,6212,5375120
1164,5820,5375590,6212,5375590
1164,5820,5376590,6212,5376590
1164,5820,5377400,6212,5377400
1164,5820,5378210,6212,5378210
1165,5828,5379210,6212,5379210
1165,5828,5380210,6212,5380210
1165,5828,5381210,6212,5381210
1165,5828,5382210,6212,5382210
1165,5828,5383020,6212,5383020
1165,5828,5383250,6212,5383250
1165,5828,5384250,6212,5384250
1165,5828,5385250,6212,5385250
1165,5828,5386250,6212,5386250
1166,5836,5386710,6212,5386710
1166,5836,5387710,6212,5387710
1166,5836,5388030,6212,5388030
1166,5836,5388500,6212,5388500
1166,5836,5389500,6212,5389500
1166,5836,5390310,6212,5390310
1166,5836,5391310,6212,5391310
1166,5836,5391780,6212,5391780
1166,5836,5391780,6212,5391780
1166,5836,5392780,6212,5392780
1167,5844,5393780,6212,5393780
1167,5844,5394780,6212,5394780
1167,5844,5395780,6212,5395780
1167,5844,5396780,6212,5396780
1167,5844,5397780,6212,5397780
1167,5844,5398780,6212,5398780
1167,5844,5398780,6212,5398780
1167,5844,5399430,6212,5399430
1167,5844,5400240,6212,5400240
1167,5844,5401240,6212,5401240
1167,5844,5402240,6212,5402240
1168,5852,5402830,6212,5402830
1168,5852,5403640,6212,5403640
1168,5852,5404640,6212,5404640
1168,5852,5404960,6212,5404960
1168,5852,5404960,6212,5404960
1168,5852,5405420,6212,5405420
1168,5852,5406420,6212,5406420
1168,5852,5407010,6212,5407010
1168,5852,5408010,6212,5408010
1168,5852,5409010,6212,5409010
1168,5852,5409170,6212,5409170
1169,5860,5410170,6212,5410170
1169,5860,5410490,6212,5410490
1169,5860,5411140,6212,5411140
1169,5860,5411950,6212,5411950
1169,5860,5412950,6212,5412950
1169,5860,5412950,6212,5412950
1169,5860,5413600,6212,5413600
1169,5860,5414070,6212,5414070
1169,5860,5416070,6212,5416070
1170,5868,5417070,6212,5417070
1170,5868,5417540,6212,5417540
1170,5868,5417540,6212,5417540
1170,5868,5418350,6212,5418350
1170,5868,5419350,6212,5419350
1170,5868,5420350,6212,5420350
1170,5868,5421160,6212,5421160
1170,5868,5421810,6212,5421810
1170,5868,5422620,6212,5422620
1170,5868,5422850,6212,5422850
1170,5868,5423850,6212,5423850
1170,5868,5424850,6212,5424850
1171,5876,5425660,6212,5425660
1171,5876,5426660,6212,5426660
1171,5876,5427660,6212,5427660
1171,5876,5428660,6212,5428660
1171,5876,5428820,6212,5428820
1171,5876,5429630,6212,5429630
1171,5876,5429950,6212,5429950
1171,5876,5430420,6212,5430420
1171,5876,5431420,6212,5431420
1171,5876,5432420,6212,5432420
1171,5876,5432740,6212,5432740
1171,5876,5433060,6212,5433060
1172,5884,5434060,6212,5434060
1172,5884,5434870,6212,5434870
1172,5884,5435870,6212,5435870
1172,5884,5436870,6212,5436870
1172,5884,5437190,6212,5437190
1172,5884,5438190,6212,5438190
1172,5884,5439190,6212,5439190
1172,5884,5440190,6212,5440190
1173,5892,5441000,6212,5441000
1173,5892,5441810,6212,5441810
1173,5892,5442810,6212,5442810
1174,5900,5450810,6212,5450810
1174,5900,5451620,6212,5451620
1174,5900,5452620,6212,5452620
1174,5900,5453620,6212,5453620
1174,5900,5454620,6212,5454620
1174,5900,5455620,6212,5455620
1175,5908,5456620,6212,5456620
1175,5908,5457620,6212,5457620
1175,5908,5458090,6212,5458090
1175,5908,5459090,6212,5459090
1175,5908,5459740,6212,5459740
1175,5908,5459970,6212,5459970
1175,5908,5460970,6212,5460970
